Numéro de l'amendement,Partie de l'amendement,Sort de l'amendement,Désignation de l'article,Délibération,Auteur,Cosignataire(s),Instance,Etape du texte,URL Amendement,URL Amendement format XML
CD139,,Rejeté,Article 14,Première délibération,Grangier Géraldine,"  M. Blairy, Mme Bouquin, M. Dutremble, M. Evrard, M. Guibert, M. Houssin, M. Humbert, Mme Lechanteux, M. David Magnier, M. Marchio, M. Markowsky, M. Meurin, Mme Roullaud, Mme Sabatini et M. Schreck",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD139,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000139.xml
CD14,,Non renseigné,Article 14,Première délibération,Pantel Sophie,"  M. Rousset, Mme Froger, M. Vallaud, M. Fesneau, M. Peu, Mme Le Feur, M. Armand, M. Hollande, M. Potier, M. Bony, M. Philippe Brun, Mme Rossi, Mme Allemand, M. Aviragnet, Mme Battistel, M. Bazin, M. Benoit, Mme Bergantz, M. Bonnecarrère, Mme Sylvie Bonnet, Mme Bonnivard, M. Bothorel, M. Bouyx, M. Brard, M. Brugerolles, Mme Brulebois, M. Fabrice Brun, M. Buchou, Mme Buffet, M. Jean-René Cazeneuve, M. Ceccoli, M. Cordier, M. Cormier-Bouligeon, M. Criaud, M. Croizier, Mme Corneloup, M. Daubié, M. David, M. Delautrette, Mme Delpech, Mme Dombre Coste, Mme Dubré-Chirat, M. Dufau, M. Echaniz, M. Fait, M. Fégné, M. Fugit, Mme Got, Mme Perrine Goulet, M. Guedj, Mme Herouin-Léautey, M. Houlié, M. Huyghe, M. Jacques, Mme Klinkert, M. Lauzzana, M. Lecamp, Mme Létard, Mme Le Peih, M. Liégeon, Mme Lingemann, Mme Marsaud, M. Maurel, M. Marion, M. Masséglia, M. Mattei, M. Molac, M. Mongardien, M. Naegelen, M. Oberti, M. Ott, M. Padey, Mme Pirès Beaune, M. Proença, M. Ramos, M. Ray, Mme Riotton, Mme Ronceret, Mme Rouaux, Mme Santiago, M. Saulignac, M. Sorre, M. Taite, M. Taupiac, M. Terlier, Mme Thiébault-Martinez, Mme Thomin, M. Travert, M. Vermorel-Marques, Mme Vidal, M. Jean-Pierre Vigier, M. Philippe Vigier, M. Viry et M. Vuibert",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD14,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000014.xml
CD141,,Rejeté,Article 14,Première délibération,Grangier Géraldine,"  M. Blairy, Mme Bouquin, M. Dutremble, M. Evrard, M. Guibert, M. Houssin, M. Humbert, Mme Lechanteux, M. David Magnier, M. Marchio, M. Markowsky, M. Meurin, Mme Roullaud, Mme Sabatini et M. Schreck",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD141,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000141.xml
CD162,,Rejeté,Article 14,Première délibération,Brun Fabrice,"  M. Ray, M. Brigand, M. Cordier, Mme Sylvie Bonnet, M. Descoeur, M. Portier, Mme Corneloup et Mme Duby-Muller",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD162,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000162.xml
CD163,,Non renseigné,Article 14,Première délibération,Brun Fabrice,"  M. Ray, M. Brigand, M. Cordier, Mme Sylvie Bonnet, M. Descoeur, M. Portier, Mme Corneloup et Mme Duby-Muller",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD163,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000163.xml
CD164,,Non soutenu,Article 14,Première délibération,Brun Fabrice,"  M. Ray, M. Brigand, M. Cordier, Mme Sylvie Bonnet, M. Descoeur, M. Portier, Mme Corneloup et Mme Duby-Muller",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD164,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000164.xml
CD176,,Tombé,Article 14,Première délibération,Brun Fabrice,"  M. Ray, M. Brigand, M. Cordier, Mme Sylvie Bonnet, M. Portier, Mme Corneloup et Mme Duby-Muller",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD176,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000176.xml
CD177,,Non soutenu,Article 14,Première délibération,Brulebois Danielle,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD177,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000177.xml
CD178,,Adopté,Article 14,Première délibération,Bonnivard Émilie,  M. Ray et M. Rolland,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD178,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000178.xml
CD179,,Non soutenu,Article 14,Première délibération,Brun Fabrice,"  M. Ray, M. Brigand, M. Cordier, Mme Sylvie Bonnet, M. Portier, Mme Corneloup et Mme Duby-Muller",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD179,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000179.xml
CD180,,Rejeté,Article 14,Première délibération,Dutremble Aurélien,"  M. Blairy, Mme Bouquin, M. Evrard, M. Guibert, M. Houssin, M. Humbert, Mme Lechanteux, M. David Magnier, M. Marchio, M. Markowsky, M. Meurin, Mme Roullaud, Mme Sabatini, M. Schreck et M. Tivoli",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD180,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000180.xml
CD181,,Rejeté,Article 14,Première délibération,Dutremble Aurélien,"  M. Blairy, Mme Bouquin, M. Evrard, M. Guibert, M. Houssin, M. Humbert, Mme Lechanteux, M. David Magnier, M. Marchio, M. Markowsky, M. Meurin, Mme Roullaud, Mme Sabatini, M. Schreck et M. Tivoli",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD181,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000181.xml
CD182,,Non renseigné,Article 14,Première délibération,Dutremble Aurélien,"  M. Blairy, Mme Bouquin, M. Evrard, M. Guibert, M. Houssin, M. Humbert, Mme Lechanteux, M. David Magnier, M. Marchio, M. Markowsky, M. Meurin, Mme Roullaud, Mme Sabatini, M. Schreck et M. Tivoli",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD182,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000182.xml
CD186,,Rejeté,Article 14,Première délibération,Pantel Sophie,"  Mme Rossi, Mme Allemand, Mme Thomin, M. Potier, M. Delautrette, M. Dufau, M. Eskenazi, M. Fégné, Mme Jourdan, M. Leseul, M. Barusseau et M. Roussel",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD186,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000186.xml
CD187,,Tombé,Article 14,Première délibération,Rossi Valérie,"  Mme Pantel, Mme Allemand, Mme Thomin, M. Potier, M. Delautrette, M. Dufau, M. Eskenazi, M. Fégné, Mme Jourdan, M. Leseul, M. Barusseau et M. Roussel",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD187,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000187.xml
CD188,,Tombé,Article 14,Première délibération,Allemand Marie-José,"  Mme Pantel, Mme Rossi, Mme Thomin, M. Potier, M. Delautrette, M. Dufau, M. Eskenazi, M. Fégné, Mme Jourdan, M. Leseul, M. Barusseau et M. Roussel",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD188,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000188.xml
CD189,,Tombé,Article 14,Première délibération,Allemand Marie-José,"  Mme Pantel, Mme Rossi, Mme Thomin, M. Potier, M. Delautrette, M. Dufau, M. Eskenazi, M. Fégné, Mme Jourdan, M. Leseul, M. Barusseau et M. Roussel",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD189,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000189.xml
CD190,,Tombé,Article 14,Première délibération,Allemand Marie-José,"  Mme Pantel, Mme Rossi, Mme Thomin, M. Potier, M. Delautrette, M. Dufau, M. Eskenazi, M. Fégné, Mme Jourdan, M. Leseul, M. Barusseau et M. Roussel",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD190,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000190.xml
CD191,,Rejeté,Article 14,Première délibération,Allemand Marie-José,"  Mme Pantel, Mme Rossi, Mme Thomin, M. Potier, M. Delautrette, M. Dufau, M. Eskenazi, M. Fégné, Mme Jourdan, M. Leseul, M. Barusseau et M. Roussel",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD191,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000191.xml
CD192,,Non renseigné,Article 14,Première délibération,Allemand Marie-José,"  Mme Pantel, Mme Rossi, Mme Thomin, M. Potier, M. Delautrette, M. Dufau, M. Eskenazi, M. Fégné, Mme Jourdan, M. Leseul, M. Barusseau et M. Roussel",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD192,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000192.xml
CD193,,Rejeté,Article 14,Première délibération,Pantel Sophie,"  Mme Rossi, Mme Allemand, Mme Thomin, M. Potier, M. Delautrette, M. Dufau, M. Eskenazi, M. Fégné, Mme Jourdan, M. Leseul, M. Barusseau et M. Roussel",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD193,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000193.xml
CD194,,Retiré,Article 14,Première délibération,Pantel Sophie,"  Mme Rossi, Mme Allemand, Mme Thomin, M. Potier, M. Delautrette, M. Dufau, M. Eskenazi, M. Fégné, Mme Jourdan, M. Leseul, M. Barusseau et M. Roussel",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD194,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000194.xml
CD195,,Adopté,Article 14,Première délibération,Pantel Sophie,"  Mme Rossi, Mme Allemand, Mme Thomin, M. Potier, M. Delautrette, M. Dufau, M. Eskenazi, M. Fégné, Mme Jourdan, M. Leseul, M. Barusseau et M. Roussel",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD195,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000195.xml
CD196,,Retiré,Article 14,Première délibération,Pantel Sophie,"  Mme Rossi, Mme Allemand, Mme Thomin, M. Potier, M. Delautrette, M. Dufau, M. Eskenazi, M. Fégné, Mme Jourdan, M. Leseul, M. Barusseau et M. Roussel",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD196,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000196.xml
CD197,,Tombé,Article 14,Première délibération,Rossi Valérie,"  Mme Allemand, Mme Pantel, Mme Thomin, M. Potier, M. Delautrette, M. Dufau, M. Eskenazi, M. Fégné, Mme Jourdan, M. Leseul, M. Barusseau et M. Roussel",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD197,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000197.xml
CD198,,Rejeté,Article 14,Première délibération,Rossi Valérie,"  Mme Allemand, Mme Pantel, Mme Thomin, M. Potier, M. Delautrette, M. Dufau, M. Eskenazi, M. Fégné, Mme Jourdan, M. Leseul, M. Barusseau et M. Roussel",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD198,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000198.xml
CD199,,Retiré,Article 14,Première délibération,Rossi Valérie,"  Mme Allemand, Mme Pantel, Mme Thomin, M. Potier, M. Delautrette, M. Dufau, M. Eskenazi, M. Fégné, Mme Jourdan, M. Leseul, M. Barusseau et M. Roussel",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD199,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000199.xml
CD2,,Non renseigné,Après l'article 14,Première délibération,Pantel Sophie,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD2,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000002.xml
CD217,,Non soutenu,Article 14,Première délibération,Brulebois Danielle,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD217,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000217.xml
CD218,,Non soutenu,Article 14,Première délibération,Brulebois Danielle,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD218,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000218.xml
CD220,,Non soutenu,Article 14,Première délibération,Brulebois Danielle,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD220,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000220.xml
CD221,,Non soutenu,Article 14,Première délibération,Brulebois Danielle,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD221,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000221.xml
CD224,,Retiré,Article 14,Première délibération,Descoeur Vincent,"  M. Bony, M. Ray, Mme Sylvie Bonnet, M. Cordier, M. Boucard, Mme Corneloup et M. Portier",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD224,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000224.xml
CD225,,Retiré,Article 14,Première délibération,Descoeur Vincent,"  M. Bony, M. Ray, Mme Sylvie Bonnet, M. Cordier, M. Boucard, Mme Corneloup et M. Portier",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD225,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000225.xml
CD226,,Rejeté,Article 14,Première délibération,Descoeur Vincent,"  M. Bony, M. Ray, Mme Sylvie Bonnet, M. Cordier, M. Boucard, Mme Corneloup et M. Portier",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD226,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000226.xml
CD227,,Retiré,Article 14,Première délibération,Descoeur Vincent,"  M. Bony, M. Ray, Mme Sylvie Bonnet, M. Cordier, M. Boucard, Mme Corneloup et M. Portier",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD227,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000227.xml
CD232,,Non renseigné,Article 14,Première délibération,Descoeur Vincent,"  M. Bony, M. Fabrice Brun, M. Ceccoli, M. Liégeon, M. Vermorel-Marques, M. Jean-Pierre Vigier et Mme Minard",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD232,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000232.xml
CD238,,Retiré,Article 14,Première délibération,Warsmann Jean-Luc,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD238,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000238.xml
CD240,,Retiré,Article 14,Première délibération,Warsmann Jean-Luc,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD240,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000240.xml
CD243,,Non renseigné,Article 14,Première délibération,Warsmann Jean-Luc,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD243,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000243.xml
CD247,,Retiré,Article 14,Première délibération,Warsmann Jean-Luc,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD247,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000247.xml
CD251,,Retiré,Article 14,Première délibération,Warsmann Jean-Luc,,Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD251,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000251.xml
CD255,,Rejeté,Article 14,Première délibération,Pochon Marie,"  Mme Voynet, M. Biteau, Mme Belluco, M. Nicolas Bonnet, Mme Ozenne, M. Raux, M. Thierry, M. Amirshahi, Mme Arrighi, Mme Autain, Mme Balage El Mariky, M. Ben Cheikh, M. Arnaud Bonnet, Mme Chatelain, M. Corbière, M. Davi, M. Duplessy, M. Fournier, Mme Garin, M. Damien Girard, M. Gustave, Mme Catherine Hervieu, M. Iordanoff, Mme Laernoes, M. Lahais, M. Lucas-Lundy, M. Peytavie, Mme Regol, M. Roumégas, Mme Sandrine Rousseau, M. Ruffin, Mme Sas, Mme Sebaihi, Mme Simonnet, Mme Taillé-Polian et M. Tavernier",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD255,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000255.xml
CD256,,Non renseigné,Après l'article 14,Première délibération,Le Gac Didier,"  M. Bothorel, Mme Liliana Tanguy, M. Molac, M. Ray, Mme Firmin Le Bodo et Mme Dubré-Chirat",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD256,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000256.xml
CD257,,Rejeté,Article 14,Première délibération,Pochon Marie,"  Mme Voynet, M. Biteau, Mme Belluco, M. Nicolas Bonnet, Mme Ozenne, M. Raux, M. Thierry, M. Amirshahi, Mme Arrighi, Mme Autain, Mme Balage El Mariky, M. Ben Cheikh, M. Arnaud Bonnet, Mme Chatelain, M. Corbière, M. Davi, M. Duplessy, M. Fournier, Mme Garin, M. Damien Girard, M. Gustave, Mme Catherine Hervieu, M. Iordanoff, Mme Laernoes, M. Lahais, M. Lucas-Lundy, M. Peytavie, Mme Regol, M. Roumégas, Mme Sandrine Rousseau, M. Ruffin, Mme Sas, Mme Sebaihi, Mme Simonnet, Mme Taillé-Polian et M. Tavernier",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD257,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000257.xml
CD258,,Rejeté,Article 14,Première délibération,Blairy Emmanuel,"  Mme Bouquin, M. Dutremble, M. Evrard, M. Guibert, M. Houssin, M. Humbert, Mme Lechanteux, M. David Magnier, M. Marchio, M. Markowsky, M. Meurin, Mme Roullaud, Mme Sabatini et M. Schreck",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD258,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000258.xml
CD259,,Rejeté,Après l'article 14,Première délibération,Blairy Emmanuel,"  Mme Bouquin, M. Dutremble, M. Evrard, M. Houssin, M. Humbert, Mme Lechanteux, M. David Magnier, M. Marchio, M. Markowsky, M. Meurin, Mme Roullaud, Mme Sabatini et M. Schreck",Développement durable,1ère lecture (1ère assemblée saisie),https://www.assemblee-nationale.fr/dyn/17/amendements/2632/CION-DVP/CD259,https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L17PO419865B2632P0D1N000259.xml
